"IF_Key","Length","Name","Date","Water","Sarea","ShrLen","Altitude","NYTME","NYTMN","Region","GearType","Age"
147741,138,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147743,140,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147746,138,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147820,150,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",5
147748,166,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",4
147707,138,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147751,130,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147752,129,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147753,134,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147755,141,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",4
147747,138,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147736,108,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",2
147785,153,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",4
147766,168,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",4
147725,112,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",2
147764,140,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147745,143,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147792,128,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147721,127,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147821,120,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",4
147709,146,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147787,125,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147804,157,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147711,101,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",2
147712,125,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147716,127,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147717,126,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147718,143,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147708,132,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
147944,111,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",2
147921,103,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",2
147935,155,"Pumpkinseed",5/23/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",4
148085,111,"Pumpkinseed",5/24/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",2
148066,164,"Pumpkinseed",5/24/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",3
148013,113,"Pumpkinseed",5/24/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",2
147980,152,"Pumpkinseed",5/24/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",5
148004,157,"Pumpkinseed",5/24/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",4
148140,111,"Pumpkinseed",5/24/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",2
148159,164,"Pumpkinseed",5/24/1994 0:00:00,"Big Reed Pond",51.37,1.42,3.00,7595.00,45519.00,"1","Electrofishing (Boat)",4
99659,155,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",2
99658,175,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99907,217,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",4
99906,242,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",5
99904,129,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",2
99683,202,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99695,190,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99697,181,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99696,184,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99681,193,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99670,204,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99671,224,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",5
99672,211,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99674,221,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",4
99675,190,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99676,222,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",4
99677,200,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99678,183,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99685,195,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99680,194,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99694,192,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",4
99682,196,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99684,201,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99690,191,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99693,194,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99679,217,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",4
99691,197,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99689,178,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99688,166,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99687,187,"Bluegill",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99692,193,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
99888,232,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Seine",4
99897,192,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Seine",4
99901,184,"Pumpkinseed",5/1/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Seine",3
100280,143,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",2
100281,183,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
100282,136,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",2
100283,174,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
100288,202,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
100286,187,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
100285,231,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",5
99970,220,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",5
99977,129,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
99978,126,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
99971,126,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
99976,161,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
99990,115,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
99987,160,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100217,185,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100218,191,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100229,162,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100216,199,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100025,161,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100250,116,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100024,175,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100009,172,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100017,139,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100016,180,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100015,183,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100276,209,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",4
100275,168,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100273,141,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100271,168,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100270,166,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100269,160,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100268,216,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100044,155,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100277,149,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100035,171,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100037,123,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100039,219,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100055,148,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100068,164,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100062,133,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100079,124,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100105,198,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100097,182,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100095,197,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100093,167,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100092,166,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100087,217,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",4
100084,163,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",4
100108,180,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100080,116,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100100,157,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100077,166,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100076,190,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100071,171,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100083,128,"Pumpkinseed",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100096,205,"Bluegill",5/2/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",4
100541,225,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",4
100554,205,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
100555,220,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
100557,205,"Bluegill",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
100559,206,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
100562,205,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Fyke Net",3
100290,171,"Bluegill",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Seine",3
100311,132,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100129,138,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100314,184,"Bluegill",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100317,67,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",1
100318,62,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",1
100141,65,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",1
100140,73,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",1
100309,57,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",1
100138,139,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100312,202,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100137,128,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100135,71,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",1
100134,123,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100133,143,"Bluegill",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100139,58,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",1
100121,143,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100119,176,"Bluegill",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100307,154,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100114,157,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100117,205,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",3
100115,151,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100316,147,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100116,147,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
100122,134,"Pumpkinseed",5/3/1995 0:00:00,"Great Pond",30.38,1.24,10.00,7138.00,45491.00,"1","Electrofishing (Boat)",2
